recommendationid,review,sentiment,emotion
179548693,Hardest shit I've ever played and I'm on easy difficulty 10/10,"[{'label': '1 star', 'score': 0.6115841865539551}]","[{'label': 'surprise', 'score': 0.3608554005622864}]"
179546708,"so far, really enjoying it. its a very nice 50 50 blend of city management and growth, with equal amounts of medieval RTS (including growing your army as you want and not just commanding one given to you). i dont know how long a day is in this game but on the difficulty ive been playing and in the begining of the campaign, attacks from enemys come about every 5 days. so you have time to recover. the natural learning curve of this game is very smooth and easy on new players like myself. so far its really fun and its a little slower pace than some other RTS games. its really fun though when the enemy attacks from multiple sides and you need to micromanage and stretch your army thin between the fortifications. the army and city management in this game is very well desinged and fluid. even things down to the controls are designed very well so that there is very little overlap for controls when you want to do something with your army or your city or something else. this game so far is mostly focused on making fortifications first and army second. through the little experience i have so far i have seen very well that it is way more beneficial for the army to augment your defense when needed instead of it being the primary defense. if you want you can meet the enemy on a field and duke it out with just numbers and strategy. but its best to really on the walls and stuff to occupy the enemy so you can soften em up with large junks of rock being throw from catapults or hundreds of arrows being launched from your copious amounts of archers. anyway, so far really enjoying it and i will probably make another update after a few more hours ingame.","[{'label': '4 stars', 'score': 0.7573618292808533}]","[{'label': 'joy', 'score': 0.9773653149604797}]"
179542355,Really enjoy the game play and quirkiness of the story line,"[{'label': '4 stars', 'score': 0.5080444812774658}]","[{'label': 'joy', 'score': 0.9867362380027771}]"
179520735,To the devs: thank you for such an amazing game! looking forward to Diplomacy is Not an Option Part 2!,"[{'label': '5 stars', 'score': 0.604045033454895}]","[{'label': 'joy', 'score': 0.8409151434898376}]"
179514162,Addicting,"[{'label': '5 stars', 'score': 0.4503523111343384}]","[{'label': 'disgust', 'score': 0.8628193140029907}]"
179482815,"This game is SO DAMN HARD. I tried playing as much as I could on medium difficulty and just had to give up and move to the easier difficulty and it was still extremely hard. You often have to snowball all your resources into more resource production and if you dont you die and you won't have any excess in resources at any point (If you're using them properly). This game is stressful. If that sounds fun to you get it, it was fun to me, and my 36.8 current hours have only gotten me a few missions into the game.","[{'label': '2 stars', 'score': 0.5284479856491089}]","[{'label': 'neutral', 'score': 0.5512477159500122}]"
179468892,Very good game I had a lot of fun with it the only problem is it takes a good bit of time to learn everything,"[{'label': '4 stars', 'score': 0.8750883936882019}]","[{'label': 'joy', 'score': 0.9814179539680481}]"
179419752,Games are better and less frustrating when the early levels dont punish you over and over again as a new player. Wasted 20 bucks on a game that aims to drive off casual players. Congrats it worked.,"[{'label': '2 stars', 'score': 0.5081365704536438}]","[{'label': 'neutral', 'score': 0.5583710074424744}]"
179417241,underrated,"[{'label': '5 stars', 'score': 0.6038187742233276}]","[{'label': 'neutral', 'score': 0.4029605984687805}]"
179410593,goood,"[{'label': '3 stars', 'score': 0.261303573846817}]","[{'label': 'neutral', 'score': 0.6489648818969727}]"
179401443,Pretty cool,"[{'label': '4 stars', 'score': 0.5308993458747864}]","[{'label': 'joy', 'score': 0.9128146767616272}]"
179386520,"addictive, easy to get into, hard to win, rewarding","[{'label': '5 stars', 'score': 0.5937100052833557}]","[{'label': 'anger', 'score': 0.7203805446624756}]"
179383442,I enjoy the continuously fun and dynamic challenges.,"[{'label': '5 stars', 'score': 0.5461119413375854}]","[{'label': 'joy', 'score': 0.9928715825080872}]"
179360437,Its a good game,"[{'label': '4 stars', 'score': 0.5253968238830566}]","[{'label': 'joy', 'score': 0.9706982374191284}]"
179326304,"I'm playing on the second hardest difficulty and I find this game pretty difficult even with a fair amount of RTS experience. You have to master your start up economy and then begin walling as soon as you have the resources. I am at a point where you are fighting Ozzy and it is wild (probably at 10hrs on this mission alone), he makes the other night mare bosses seem easy. You will have to restart level when you lose control of your economy or the waves do too much damage to recover from between waves. Don't underestimate your wood consumption stay building lumber even if it gets taken out by incoming waves. I'm glad the game is not a walk in the park but man is it challenging at times without using absolute cheese strategies. My only complaints would be to better explain the mechanics of the game before scaling the difficulty and make the game less reliant on the soul crystal magic.","[{'label': '3 stars', 'score': 0.5879902839660645}]","[{'label': 'neutral', 'score': 0.7551099061965942}]"
179299633,The difficulty spikes are actually crazy fun but damn are they unforgiving. You better be comfortable purging and overhauling entire missions just to learn how to squeeze every bit of efficiency out of your time.,"[{'label': '2 stars', 'score': 0.3639698624610901}]","[{'label': 'anger', 'score': 0.6642941236495972}]"
179285635,"Good humor, good difficulties, nice mechanics, really got me engaged.","[{'label': '4 stars', 'score': 0.5232495069503784}]","[{'label': 'joy', 'score': 0.951738178730011}]"
179253348,"In an era of woke shit, this game shines like a diamond. No expensive cinematics, no bs voice acting, only pure gameplay. 40 hours into the game, I 100% recommend it, it is very fun and engaging. Also the cinematics make me laugh, even if it's only via text. Congrats devs for this game!","[{'label': '5 stars', 'score': 0.8207431435585022}]","[{'label': 'joy', 'score': 0.8989656567573547}]"
179248753,Russian dev.,"[{'label': '4 stars', 'score': 0.22361473739147186}]","[{'label': 'neutral', 'score': 0.9251251220703125}]"
179245529,"Yes, I enjoy the Sandbox mode! https://youtu.be/6DXCbx-fwyE","[{'label': '5 stars', 'score': 0.5471685528755188}]","[{'label': 'joy', 'score': 0.984212338924408}]"
179204168,"This game is a refreshing take on the RTS genre and it is very challenging, you will need to invest a lot in the game to be able to beat missions and complete challenges. For someone that is new to RTS, this will have a steep learning curve. Also has amazing replay value with multiple campaign paths and an endless mode. If the devs release free patches and update it with new content, it will be amazing. Would recommend to anyone that enjoys RTS, it is worth the purchase.","[{'label': '5 stars', 'score': 0.5075470805168152}]","[{'label': 'joy', 'score': 0.7985497713088989}]"
179195711,VERY GOOD,"[{'label': '5 stars', 'score': 0.5479445457458496}]","[{'label': 'neutral', 'score': 0.43984124064445496}]"
179154897,"""No"" was not an option. Super good stuff.","[{'label': '5 stars', 'score': 0.45465314388275146}]","[{'label': 'neutral', 'score': 0.5452697277069092}]"
179151994,"A roguelite-ish rts-ish citybuilder-ish good time. You can pause at any time so it doesn't have the stress and frankly the inflexibility of an RTS. Lots of trial and error, but it isn't a huge investment to restart so I never mind that. Could use more unit types, cavalry needs some kind of buff.","[{'label': '4 stars', 'score': 0.5250993967056274}]","[{'label': 'neutral', 'score': 0.8912399411201477}]"
179143289,Fun death ray.,"[{'label': '4 stars', 'score': 0.5435741543769836}]","[{'label': 'sadness', 'score': 0.8793843388557434}]"
179120453,"Fun, but not as fun as They are billions","[{'label': '3 stars', 'score': 0.5934891700744629}]","[{'label': 'joy', 'score': 0.7411091923713684}]"
179090834,Baller,"[{'label': '3 stars', 'score': 0.2204611599445343}]","[{'label': 'neutral', 'score': 0.6196283102035522}]"
179084237,"I've been loving this game and I've only played the endless mode, if the campaign is even half as fun as the endless then i'll be probably getting a bunch more hours on this game!","[{'label': '4 stars', 'score': 0.434939980506897}]","[{'label': 'joy', 'score': 0.9426010251045227}]"
179034016,Very easy to get into. Also not too easy :),"[{'label': '4 stars', 'score': 0.538037121295929}]","[{'label': 'neutral', 'score': 0.5363033413887024}]"
178996798,Fun game! Worth it,"[{'label': '4 stars', 'score': 0.4773958921432495}]","[{'label': 'joy', 'score': 0.9703581929206848}]"
178996162,Gives me crazy nostalgia. When I was a kid I remember playing OG Warcraft 2. I loved that game and would come home and play it everyday after school. The feeling of advancing your tech and building a massive army was awesome. This feels just like I remember.,"[{'label': '5 stars', 'score': 0.7595352530479431}]","[{'label': 'neutral', 'score': 0.4951653480529785}]"
178965056,TooooooooooooP,"[{'label': '3 stars', 'score': 0.25108280777931213}]","[{'label': 'surprise', 'score': 0.4938136339187622}]"
178959543,Briiliant! GET GET GET!,"[{'label': '5 stars', 'score': 0.36735159158706665}]","[{'label': 'surprise', 'score': 0.3126879930496216}]"
178927011,"Very droll, my lord","[{'label': '5 stars', 'score': 0.4331863522529602}]","[{'label': 'disgust', 'score': 0.693009614944458}]"
178917945,"Love the cartoon animation style. I have always sucked at any RTS and Base builder I have played before, but this game feels relatively approachable. Whenever I have failed it felt very understandable and could see my faults.","[{'label': '4 stars', 'score': 0.5604801774024963}]","[{'label': 'joy', 'score': 0.8362120389938354}]"
178908488,"Very fun and challenging city builder, tower defense and rts in one","[{'label': '5 stars', 'score': 0.6209368109703064}]","[{'label': 'joy', 'score': 0.9578548073768616}]"
178907527,Fun Game but damn just skip the cut scenes they are the most boring crap I've ever sat through,"[{'label': '2 stars', 'score': 0.4357765018939972}]","[{'label': 'joy', 'score': 0.41763803362846375}]"
178837315,"Super-addictive, especially if you turn up the difficulty level. If you are looking for the child of the classic Warcraft and the Stronghold then look no further. I am not saying after some time you will not find a ruling strategy, maybe yes, but it also adds to replay-ability that the maps are randomly generated and there are many challenges as well with significantly different play style required. Overall, totally satisfied and indeed, the cut-scenes while a bit too slow sometimes but super-funny. Buy it, play it!","[{'label': '4 stars', 'score': 0.53517746925354}]","[{'label': 'joy', 'score': 0.8575853109359741}]"
